Symbol,Name,Exchange,Type,Category,Currency,Unit,LastPrice,YearLow,YearHigh,MarketCapitalisation,AverageDailyVolume
THBILS=X,THB/ILS,CCY,Currency,Foreign Exchange,ILS,ILS,0.1105,0.1057,0.1246,,
CNYLKR=X,CNY/LKR,CCY,Currency,Foreign Exchange,LKR,LKR,21.5427,20.7761,22.0196,,
CADSLL=X,CAD/SLL,CCY,Currency,Foreign Exchange,SLL,SLL,3166.3169,3162.2244,4109.0781,,
JPYVEF=X,JPY/VEF,CCY,Currency,Foreign Exchange,,,0.0514,0.0505,0.0623,,
KRWRUB=X,KRW/RUB,CCY,Currency,Foreign Exchange,RUB,RUB,0.0495,0.0332,0.0730,,
MADJPY=X,MAD/JPY,CCY,Currency,Foreign Exchange,JPY,JPY,12.6152,11.8269,13.6321,,
NZDUAH=X,NZD/UAH,CCY,Currency,Foreign Exchange,UAH,UAH,14.6821,9.9477,25.7008,,
AUDSAR=X,AUD/SAR,CCY,Currency,Foreign Exchange,SAR,SAR,2.7969,2.7653,3.5520,,
PABEUR=X,PAB/EUR,CCY,Currency,Foreign Exchange,EUR,EUR,0.9078,0.7338,0.9562,,
UYUPYG=X,UYU/PYG,CCY,Currency,Foreign Exchange,PYG,PYG,188.6379,176.0428,198.6951,,
MURSAR=X,MUR/SAR,CCY,Currency,Foreign Exchange,SAR,SAR,0.1060,0.1022,0.1247,,
JPYMWK=X,JPY/MWK,CCY,Currency,Foreign Exchange,MWK,MWK,3.7214,3.4428,4.3360,,
KWDOMR=X,KWD/OMR,CCY,Currency,Foreign Exchange,OMR,OMR,1.2712,1.2687,1.3657,,
DKKSEK=X,DKK/SEK,CCY,Currency,Foreign Exchange,SEK,SEK,1.2557,1.2148,1.3510,,
NOKZAR=X,NOK/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,1.5195,1.4553,1.7633,,
CUP=X,USD/CUP,CCY,Currency,Foreign Exchange,CUP,CUP,1.0000,1.0000,1.0000,,
NZDMXN=X,NZD/MXN,CCY,Currency,Foreign Exchange,MXN,MXN,10.4666,10.3933,11.9098,,
MURAUD=X,MUR/AUD,CCY,Currency,Foreign Exchange,AUD,AUD,0.0379,0.0336,0.0401,,
GBPDZD=X,GBP/DZD,CCY,Currency,Foreign Exchange,DZD,DZD,155.7160,129.9016,158.0499,,
SDG=X,USD/SDG,CCY,Currency,Foreign Exchange,,,5.9612,3.1925,5.9825,,
PHPNOK=X,PHP/NOK,CCY,Currency,Foreign Exchange,NOK,NOK,0.1795,0.1398,0.1878,,
EUR-TMM.F,EUR/TMM,FRA,Currency,Foreign Exchange,TMM,TMM,20090.0000,,,,
TOPEUR=X,TOP/EUR,CCY,Currency,Foreign Exchange,EUR,EUR,0.4352,0.3924,0.4794,,
AUDDOP=X,AUD/DOP,CCY,Currency,Foreign Exchange,DOP,DOP,33.6729,33.0405,41.2195,,
3017005.EX,ITR EUR CR 5Y IND F,EUX,Currency,Foreign Exchange,EUR,EUR,0.0100,,,,
PENVEF=X,PEN/VEF,CCY,Currency,Foreign Exchange,,,1.9978,1.9919,2.2692,,
MYRMAD=X,MYR/MAD,CCY,Currency,Foreign Exchange,MAD,MAD,2.5757,2.5157,2.7937,,
TNDSGD=X,TND/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.6938,0.6780,0.7313,,
EURCOP=X,EUR/COP,CCY,Currency,Foreign Exchange,COP,COP,2962.0791,2477.7429,3095.9099,,
EUR-SDG.F,EUR/SDG,FRA,Currency,Foreign Exchange,,,7.7785,7.7785,7.8953,,
HUFPHP=X,HUF/PHP,CCY,Currency,Foreign Exchange,PHP,PHP,0.1605,0.1518,0.1942,,
SDGGBP=X,SDG / GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.1074,0.1023,0.5317,,
THBQAR=X,THB/QAR,CCY,Currency,Foreign Exchange,QAR,QAR,0.1068,0.1058,0.1147,,
MURCHF=X,MUR/CHF,CCY,Currency,Foreign Exchange,CHF,CHF,0.0268,0.0223,0.0319,,
CHFERN=X,CHF/ERN,CCY,Currency,Foreign Exchange,ERN,ERN,16.1148,14.8289,21.1791,,
XCDGBP=X,XCD/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.2370,0.2155,0.2543,,
OMRSAR=X,OMR/SAR,CCY,Currency,Foreign Exchange,SAR,SAR,9.7409,9.7284,9.7710,,
RWF=X,USD/RWF,CCY,Currency,Foreign Exchange,RWF,RWF,724.1500,678.0000,742.8000,,
CADZAR=X,CAD/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,9.6862,9.0525,10.1598,,
CZKBMD=X,CZK/BMD,CCY,Currency,Foreign Exchange,BMD,BMD,0.0407,0.0383,0.0497,,
JPYTWD=X,JPY/TWD,CCY,Currency,Foreign Exchange,TWD,TWD,0.2511,0.2455,0.2974,,
DKKPLN=X,DKK/PLN,CCY,Currency,Foreign Exchange,PLN,PLN,0.5534,0.5317,0.5915,,
CHBEZ.SW,BEZ.KURSE,EBS,Currency,Foreign Exchange,CHF,CHF,63604.0000,49394.0000,247116.0000,,
CZKINR=X,CZK/INR,CCY,Currency,Foreign Exchange,INR,INR,2.5806,2.3966,2.9902,,
SCRCHF=X,SCR/CHF,CCY,Currency,Foreign Exchange,CHF,CHF,0.0735,0.0520,0.0771,,
CHFTZS=X,CHF/TZS,CCY,Currency,Foreign Exchange,TZS,TZS,2144.8220,1696.0054,2492.9001,,
TWDZAR=X,TWD/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,0.3981,0.3494,0.4088,,
ISKCZK=X,ISK/CZK FIXING,CCY,Currency,Foreign Exchange,CZK,CZK,0.1835,0.1765,0.1894,,
CNYILS=X,CNY/ILS,CCY,Currency,Foreign Exchange,ILS,ILS,0.6069,0.5480,0.6556,,
LTL=X,USD/LTL,CCY,Currency,Foreign Exchange,LTL,LTL,3.0487,2.4981,3.0487,,
CADARS=X,CAD/ARS,CCY,Currency,Foreign Exchange,ARS,ARS,7.1595,6.7452,7.9773,,
PKRUSD=X,PKR/USD,CCY,Currency,Foreign Exchange,USD,USD,0.0098,0.0097,0.0101,,
CADSTD=X,CAD/STD,CCY,Currency,Foreign Exchange,STD,STD,17434.0391,16507.8379,18851.1094,,
QARPHP=X,QAR/PHP,CCY,Currency,Foreign Exchange,PHP,PHP,12.4381,11.8546,12.5987,,
BRLUSD=X,BRL/USD,CCY,Currency,Foreign Exchange,USD,USD,0.3187,0.3018,0.4529,,
BBDGBP=X,BBD/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.3200,0.2909,0.3433,,
JODIDR=X,JOD/IDR,CCY,Currency,Foreign Exchange,IDR,IDR,18806.3633,16189.0762,19023.4023,,
HU10.EX,STURM USA 20BN 10,EUX,Currency,Foreign Exchange,USD,USD,0.0500,,,,
19752596.SW,GOLD 999.9/1000    ,EBS,Currency,Foreign Exchange,CHF,CHF,257.1000,,,,
MURTND=X,MUR/TND,CCY,Currency,Foreign Exchange,TND,TND,0.0555,0.0525,0.0604,,
SBDEUR=X,SBD/EUR,CCY,Currency,Foreign Exchange,EUR,EUR,0.1148,0.1017,0.1224,,
BNDGBP=X,BND/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.4697,0.4679,0.5028,,
MYRJOD=X,MYR/JOD,CCY,Currency,Foreign Exchange,JOD,JOD,0.1864,0.1848,0.2254,,
NZDTRY=X,NZD/TRY,CCY,Currency,Foreign Exchange,TRY,TRY,1.7663,1.7167,2.0982,,
LKREGP=X,LKR/EGP,CCY,Currency,Foreign Exchange,EGP,EGP,0.0586,0.0541,0.0590,,
EUR-MRO.F,EUR/MRO,FRA,Currency,Foreign Exchange,MRO,MRO,395.7485,395.7485,407.5869,,
RUBTND=X,RUB/TND,CCY,Currency,Foreign Exchange,TND,TND,0.0346,0.0233,0.0501,,
EURARS=X,EUR/ARS,CCY,Currency,Foreign Exchange,ARS,ARS,10.0586,9.1882,11.2682,,
MUROMR=X,MUR/OMR,CCY,Currency,Foreign Exchange,OMR,OMR,0.0109,0.0105,0.0128,,
ILSZAR=X,ILS/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,3.2786,2.7708,3.3225,,
QARKES=X,QAR/KES,CCY,Currency,Foreign Exchange,KES,KES,27.9831,24.0613,28.4820,,
SGDQAR=X,SGD/QAR,CCY,Currency,Foreign Exchange,QAR,QAR,2.6719,2.6118,2.9446,,
TRYJOD=X,TRY/JOD,CCY,Currency,Foreign Exchange,JOD,JOD,0.2684,0.2519,0.3396,,
AUDSYP=X,AUD/SYP,CCY,Currency,Foreign Exchange,SYP,SYP,140.7989,113.4883,154.1925,,
SEKSAR=X,SEK/SAR,CCY,Currency,Foreign Exchange,SAR,SAR,0.4410,0.4223,0.5527,,
TNDSEK=X,TND/SEK,CCY,Currency,Foreign Exchange,SEK,SEK,4.3293,3.9495,4.5042,,
MYROMR=X,MYR/OMR,CCY,Currency,Foreign Exchange,OMR,OMR,0.1013,0.1005,0.1225,,
JPYSDG=X,JPY/SDG,CCY,Currency,Foreign Exchange,,,0.0483,0.0266,0.0563,,
TOPGBP=X,TOP/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.3068,0.3039,0.3463,,
ILSTRY=X,ILS/TRY,CCY,Currency,Foreign Exchange,TRY,TRY,0.7008,0.5585,0.7266,,
JPYLBP=X,JPY/LBP,CCY,Currency,Foreign Exchange,LBP,LBP,12.2121,11.9781,14.9581,,
INRSGD=X,INR/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.0215,0.0203,0.0223,,
CHFNZD=X,CHF/NZD,CCY,Currency,Foreign Exchange,NZD,NZD,1.5765,1.2532,1.7927,,
HRKCZK=X,HRK/CZK,CCY,Currency,Foreign Exchange,CZK,CZK,3.5739,3.5046,3.7137,,
EOB.PA,MALTING BARLEY,PAR,Currency,Foreign Exchange,EUR,EUR,214.0000,,,,
EGPHKD=X,EGP/HKD,CCY,Currency,Foreign Exchange,HKD,HKD,0.9900,0.9876,1.0902,,
MYRCOP=X,MYR/COP,CCY,Currency,Foreign Exchange,COP,COP,707.2626,575.9034,726.4900,,
CADMNT=X,CAD/MNT,CCY,Currency,Foreign Exchange,MNT,MNT,1547.4197,1496.1079,1732.6226,,
SARIDR=X,SAR/IDR,CCY,Currency,Foreign Exchange,IDR,IDR,3554.1633,3059.3257,3587.4680,,
MOPAUD=X,MOP/AUD,CCY,Currency,Foreign Exchange,AUD,AUD,0.1680,0.1323,0.1698,,
EUR-ARS.F,EUR/ARS,FRA,Currency,Foreign Exchange,ARS,ARS,10.0568,9.2695,10.4545,,
LTLKWD=X,LTL/KWD,CCY,Currency,Foreign Exchange,KWD,KWD,0.0989,0.0969,0.1137,,
KWDHKD=X,KWD/HKD,CCY,Currency,Foreign Exchange,HKD,HKD,25.5926,25.5384,27.4888,,
LSL=X,USD/LSL,CCY,Currency,Foreign Exchange,LSL,LSL,12.3577,10.3600,12.6240,,
KWDPHP=X,KWD/PHP,CCY,Currency,Foreign Exchange,PHP,PHP,149.5471,145.7510,156.6611,,
CADGYD=X,CAD/GYD,CCY,Currency,Foreign Exchange,GYD,GYD,162.4732,161.4691,194.5613,,
THBDKK=X,THB/DKK,CCY,Currency,Foreign Exchange,DKK,DKK,0.1987,0.1701,0.2183,,
BTNGBP=X,BTN/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.0101,0.0096,0.0110,,
BDTSEK=X,BDT/SEK,CCY,Currency,Foreign Exchange,SEK,SEK,0.1094,0.0871,0.1152,,
SGDBMD=X,SGD/BMD,CCY,Currency,Foreign Exchange,BMD,BMD,0.7338,0.7173,0.8087,,
IDEPQ.MDD,ELECTR. PEAKLOAD Q,MDD,Currency,Foreign Exchange,EUR,EUR,52.0000,52.0000,52.0000,,
KESISK=X,KES/ISK CROSS,CCY,Currency,Foreign Exchange,ISK,ISK,1.3150,1.2865,1.5336,,
ZARXDR=X,ZAR/XDR,CCY,Currency,Foreign Exchange,,,0.0579,0.0565,0.0627,,
SGDBDT=X,SGD/BDT,CCY,Currency,Foreign Exchange,BDT,BDT,57.0445,54.6227,62.8692,,
EUR-KWD.F,EUR/KWD,FRA,Currency,Foreign Exchange,KWD,KWD,0.3336,0.3159,0.3838,,
CHFGNF=X,CHF/GNF,CCY,Currency,Foreign Exchange,GNF,GNF,7895.6602,6865.1445,9817.0059,,
MADMXN=X,MAD/MXN,CCY,Currency,Foreign Exchange,MXN,MXN,1.5979,1.4955,1.6918,,
MADHKD=X,MAD/HKD,CCY,Currency,Foreign Exchange,HKD,HKD,0.7916,0.7644,0.9446,,
LSLGBP=X,LSL/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.0518,0.0509,0.0587,,
GBPNOK=X,GBP/NOK,CCY,Currency,Foreign Exchange,NOK,NOK,12.7016,10.1465,12.8184,,
CADGBP=X,CAD/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.5019,0.5005,0.5702,,
HRKKRW=X,HRK/KRW,CCY,Currency,Foreign Exchange,KRW,KRW,166.4302,151.8851,184.5749,,
TWDQAR=X,TWD/QAR,CCY,Currency,Foreign Exchange,QAR,QAR,0.1174,0.1135,0.1221,,
CZKBGN=X,CZK/BGN,CCY,Currency,Foreign Exchange,BGN,BGN,0.0722,0.0686,0.0725,,
KESTRY=X,KES/TRY,CCY,Currency,Foreign Exchange,TRY,TRY,0.0259,0.0237,0.0292,,
CNY=X,USD/CNY,CCY,Currency,Foreign Exchange,CNY,CNY,6.2081,6.1095,6.3165,,
JPYCDF=X,JPY/CDF,CCY,Currency,Foreign Exchange,CDF,CDF,7.5124,7.3422,9.1381,,
OMRGBP=X,OMR/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,1.6624,1.5112,1.7833,,
GBPRSD=X,GBP/RSD,CCY,Currency,Foreign Exchange,,,170.2246,145.5405,172.1210,,
TNDCNY=X,TND/CNY,CCY,Currency,Foreign Exchange,CNY,CNY,3.1604,3.1018,3.6450,,
AMD=X,USD/AMD,CCY,Currency,Foreign Exchange,AMD,AMD,477.8400,406.0100,527.2000,,
ISKRUB=X,ISK/RUB,CCY,Currency,Foreign Exchange,RUB,RUB,0.4234,0.3001,0.6394,,
LVLZAR=X,LVL/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,19.6030,18.0214,22.2986,,
PLNBND=X,PLN/BND,CCY,Currency,Foreign Exchange,BND,BND,0.3635,0.3502,0.4091,,
ZARAUD=X,ZAR/AUD,CCY,Currency,Foreign Exchange,AUD,AUD,0.1085,0.0985,0.1141,,
AUDPYG=X,AUD/PYG,CCY,Currency,Foreign Exchange,PYG,PYG,3844.0093,3584.2883,4130.9131,,
JODZAR=X,JOD/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,17.4310,14.7741,17.8602,,
SGDAUD=X,SGD/AUD,CCY,Currency,Foreign Exchange,AUD,AUD,0.9839,0.8483,1.0005,,
KWDCAD=X,KWD/CAD,CCY,Currency,Foreign Exchange,CAD,CAD,4.2110,3.7879,4.3351,,
LKRTHB=X,LKR/THB,CCY,Currency,Foreign Exchange,THB,THB,0.2551,0.2399,0.2571,,
JPYTZS=X,JPY/TZS,CCY,Currency,Foreign Exchange,TZS,TZS,16.4632,14.1316,18.7017,,
PLNPKR=X,PLN/PKR,CCY,Currency,Foreign Exchange,PKR,PKR,27.1341,25.6221,32.5741,,
KGSCHF=X,KGS/CHF,CCY,Currency,Foreign Exchange,CHF,CHF,0.0151,0.0120,0.0178,,
GDO.AS,GOLD 1 UZ,AMS,Currency,Foreign Exchange,USD,USD,1250.9000,1181.9000,1695.9500,,
ISKJPY=X,ISK/JPY,CCY,Currency,Foreign Exchange,JPY,JPY,0.9222,0.8619,0.9751,,
INRNOK=X,INR/NOK,CCY,Currency,Foreign Exchange,NOK,NOK,0.1282,0.1004,0.1350,,
GBPAMD=X,GBP/AMD,CCY,Currency,Foreign Exchange,AMD,AMD,746.5820,647.9889,825.9115,,
EGPUSD=X,EGP/USD,CCY,Currency,Foreign Exchange,USD,USD,0.1277,0.1274,0.1405,,
NOKTHB=X,NOK/THB,CCY,Currency,Foreign Exchange,THB,THB,4.1942,3.9030,5.2109,,
HNLGBP=X,HNL/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.0292,0.0278,0.0324,,
CADXCD=X,CAD/XCD,CCY,Currency,Foreign Exchange,XCD,XCD,2.1171,2.1040,2.5215,,
SEKMUR=X,SEK/MUR,CCY,Currency,Foreign Exchange,MUR,MUR,4.1591,3.8702,4.5649,,
PENCAD=X,PEN/CAD,CCY,Currency,Foreign Exchange,CAD,CAD,0.4012,0.3782,0.4204,,
OMRILS=X,OMR/ILS,CCY,Currency,Foreign Exchange,ILS,ILS,9.7865,8.8326,10.5665,,
MXNCHF=X,MXN/CHF,CCY,Currency,Foreign Exchange,CHF,CHF,0.0606,0.0494,0.0721,,
HUFRON=X,HUF/RON FIXING,CCY,Currency,Foreign Exchange,,,0.0142,0.0137,0.0150,,
AUDILS=X,AUD/ILS,CCY,Currency,Foreign Exchange,ILS,ILS,2.8099,2.7837,3.3911,,
FKPUSD=X,FKP/USD,CCY,Currency,Foreign Exchange,USD,USD,1.5790,0.8468,1.7159,,
DKKBGN=X,DKK/BGN,CCY,Currency,Foreign Exchange,BGN,BGN,0.2621,0.2572,0.2764,,
LTLMUR=X,LTL/MUR,CCY,Currency,Foreign Exchange,MUR,MUR,11.4803,10.9191,12.5085,,
CADXOF=X,CAD/XOF,CCY,Currency,Foreign Exchange,XOF,XOF,466.7922,441.8126,504.5194,,
881347.VI,ATS/EUR FIXING,VIE,Currency,Foreign Exchange,EUR,EUR,0.0727,,,,
GBPLKR=X,GBP/LKR,CCY,Currency,Foreign Exchange,LKR,LKR,208.9568,191.6425,223.8039,,
19838326.SW,SILBER 999/1000,EBS,Currency,Foreign Exchange,CHF,CHF,5.8800,,,,
AOACHF=X,AOA/CHF,CCY,Currency,Foreign Exchange,CHF,CHF,0.0076,0.0069,0.0099,,
MADDKK=X,MAD/DKK,CCY,Currency,Foreign Exchange,DKK,DKK,0.6918,0.6543,0.7048,,
SEKGIP=X,SEK/GIP,CCY,Currency,Foreign Exchange,GIP,GIP,0.0752,0.0679,256.6047,,
AUDEUR=X,AUD/EUR,CCY,Currency,Foreign Exchange,EUR,EUR,0.6769,0.6522,0.7311,,
LRD=X,USD/LRD,CCY,Currency,Foreign Exchange,LRD,LRD,84.6600,81.6850,92.5000,,
QARSGD=X,QAR/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.3743,0.3396,0.3829,,
LKRUSD=X,LKR/USD,CCY,Currency,Foreign Exchange,USD,USD,0.0075,0.0073,0.0077,,
KESIDR=X,KES/IDR,CCY,Currency,Foreign Exchange,IDR,IDR,130.8577,128.1987,144.9348,,
CZKSGD=X,CZK/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.0554,0.0523,0.0617,,
ISKQAR=X,ISK/QAR,CCY,Currency,Foreign Exchange,QAR,QAR,0.0272,0.0259,0.0320,,
NZDCZK=X,NZD/CZK,CCY,Currency,Foreign Exchange,CZK,CZK,16.4438,16.2405,19.7648,,
HKDKRW=X,HKD/KRW,CCY,Currency,Foreign Exchange,KRW,KRW,147.6780,130.5896,147.7839,,
CHFDOP=X,CHF/DOP,CCY,Currency,Foreign Exchange,DOP,DOP,47.6166,43.3555,61.9214,,
TWDLKR=X,TWD/LKR,CCY,Currency,Foreign Exchange,LKR,LKR,4.3106,4.0950,4.4759,,
JPYMUR=X,JPY/MUR,CCY,Currency,Foreign Exchange,MUR,MUR,0.2863,0.2596,0.3075,,
KESLVL=X,KES/LVL,CCY,Currency,Foreign Exchange,LVL,LVL,0.0063,0.0056,0.0073,,
JPYIDR=X,JPY/IDR,CCY,Currency,Foreign Exchange,IDR,IDR,107.9009,100.9522,116.6591,,
PKRCAD=X,PKR/CAD,CCY,Currency,Foreign Exchange,CAD,CAD,0.0125,0.0106,0.0127,,
LTLZAR=X,LTL/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,3.9901,3.8374,4.2791,,
CHFDKK=X,CHF/DKK,CCY,Currency,Foreign Exchange,DKK,DKK,7.1439,6.1148,8.8460,,
ANGCAD=X,ANG/CAD,CCY,Currency,Foreign Exchange,CAD,CAD,0.7125,0.5982,0.7169,,
GBPSOS=X,GBP/SOS,CCY,Currency,Foreign Exchange,SOS,SOS,1052.2518,996.8730,1626.1747,,
PLNMUR=X,PLN/MUR,CCY,Currency,Foreign Exchange,MUR,MUR,9.4372,8.6071,10.1166,,
ILSKWD=X,ILS/KWD,CCY,Currency,Foreign Exchange,KWD,KWD,0.0804,0.0730,0.0832,,
DKKISK=X,DKK/ISK,CCY,Currency,Foreign Exchange,ISK,ISK,19.7737,19.4239,21.1783,,
OMREGP=X,OMR/EGP,CCY,Currency,Foreign Exchange,EGP,EGP,20.3353,18.4929,20.3860,,
SGDSAR=X,SGD/SAR,CCY,Currency,Foreign Exchange,SAR,SAR,2.7520,2.6902,3.0332,,
ISKPLN=X,ISK/PLN,CCY,Currency,Foreign Exchange,PLN,PLN,0.0280,0.0266,0.0289,,
GBPMAD=X,GBP/MAD,CCY,Currency,Foreign Exchange,MAD,MAD,15.2988,13.7138,15.5308,,
TWDKRW=X,TWD/KRW,CCY,Currency,Foreign Exchange,KRW,KRW,36.8931,33.7471,36.9082,,
LTLILS=X,LTL/ILS,CCY,Currency,Foreign Exchange,ILS,ILS,1.2575,1.2375,1.4325,,
JPYDKK=X,JPY/DKK,CCY,Currency,Foreign Exchange,DKK,DKK,0.0548,0.0497,0.0592,,
SGDPHP=X,SGD/PHP,CCY,Currency,Foreign Exchange,PHP,PHP,33.2354,31.7980,35.4364,,
ZARLTL=X,ZAR/LTL,CCY,Currency,Foreign Exchange,LTL,LTL,0.2506,0.2337,0.2606,,
SCR=X,USD/SCR,CCY,Currency,Foreign Exchange,SCR,SCR,12.9694,12.1381,14.3320,,
CHFTTD=X,CHF/TTD,CCY,Currency,Foreign Exchange,TTD,TTD,6.7068,6.2130,8.8934,,
INRISK=X,INR/ISK,CCY,Currency,Foreign Exchange,ISK,ISK,2.1118,1.8688,2.2483,,
AEDPHP=X,AED/PHP,CCY,Currency,Foreign Exchange,PHP,PHP,12.3304,11.7503,12.4889,,
LKRJPY=X,LKR/JPY,CCY,Currency,Foreign Exchange,JPY,JPY,0.9242,0.7767,0.9431,,
HTGCHF=X,HTG/CHF,CCY,Currency,Foreign Exchange,CHF,CHF,0.0172,0.0153,0.0219,,
FKP=X,USD/FKP,CCY,Currency,Foreign Exchange,FKP,FKP,0.6333,0.5828,3.6470,,
RUBJOD=X,RUB/JOD,CCY,Currency,Foreign Exchange,JOD,JOD,0.0125,0.0090,0.0207,,
GBPGNF=X,GBP/GNF,CCY,Currency,Foreign Exchange,GNF,GNF,11698.0381,10511.6445,12202.3174,,
PKRPHP=X,PKR/PHP,CCY,Currency,Foreign Exchange,PHP,PHP,0.4453,0.4241,0.4509,,
CZKLVL=X,CZK/LVL FIXING,CCY,Currency,Foreign Exchange,LVL,LVL,0.0259,0.0227,0.0264,,
GBPGMD=X,GBP/GMD,CCY,Currency,Foreign Exchange,GMD,GMD,61.3224,59.8676,69.9287,,
EURUSDFIX=X,EUR/USD FIXING,CCY,Currency,Foreign Exchange,USD,USD,1.0756,1.0527,1.3944,,
MXNTWD=X,MXN/TWD,CCY,Currency,Foreign Exchange,TWD,TWD,1.9828,1.9500,2.3268,,
TRYSGD=X,TRY/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.5161,0.4848,0.5945,,
JPYGTQ=X,JPY/GTQ,CCY,Currency,Foreign Exchange,GTQ,GTQ,0.0621,0.0611,0.0770,,
AEDISK=X,AED/ISK,CCY,Currency,Foreign Exchange,ISK,ISK,36.4674,30.9757,38.2902,,
PLNBRL=X,PLN/BRL,CCY,Currency,Foreign Exchange,BRL,BRL,0.8371,0.6784,0.8706,,
AEDZAR=X,AED/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,3.3631,2.8503,3.4406,,
PLNTND=X,PLN/TND,CCY,Currency,Foreign Exchange,TND,TND,0.5241,0.4988,0.5646,,
KESLKR=X,KES/LKR,CCY,Currency,Foreign Exchange,LKR,LKR,1.3135,1.2896,1.4866,,
OMRUSD=X,OMR/USD,CCY,Currency,Foreign Exchange,USD,USD,2.5974,2.5954,2.6001,,
QAROMR=X,QAR/OMR,CCY,Currency,Foreign Exchange,OMR,OMR,0.1057,0.1038,0.1075,,
LTLNZD=X,LTL/NZD,CCY,Currency,Foreign Exchange,NZD,NZD,0.4758,0.4320,0.4812,,
ILSOMR=X,ILS/OMR,CCY,Currency,Foreign Exchange,OMR,OMR,0.1022,0.0946,0.1132,,
EUR-JOD.F,EUR/JOD,FRA,Currency,Foreign Exchange,JOD,JOD,0.7811,0.7457,0.9637,,
HKDLTL=X,HKD/LTL,CCY,Currency,Foreign Exchange,LTL,LTL,0.3933,0.3228,0.4021,,
UYUPEN=X,UYU/PEN,CCY,Currency,Foreign Exchange,PEN,PEN,0.1163,0.1153,0.1262,,
CNYBRL=X,CNY/BRL,CCY,Currency,Foreign Exchange,BRL,BRL,0.5054,0.3557,0.5360,,
CADMOP=X,CAD/MOP,CCY,Currency,Foreign Exchange,MOP,MOP,6.2599,6.2270,7.4548,,
KWDZAR=X,KWD/ZAR,CCY,Currency,Foreign Exchange,ZAR,ZAR,40.7928,37.0327,41.8374,,
CZKRSD=X,CZK/RSD  ,CCY,Currency,Foreign Exchange,,,4.4330,4.0004,4.5020,,
NZDSGD=X,NZD/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.9113,0.8978,1.0952,,
EGPKRW=X,EGP/KRW,CCY,Currency,Foreign Exchange,KRW,KRW,146.2040,139.3133,157.0073,,
EUR-XCD.F,EUR/XCD,FRA,Currency,Foreign Exchange,XCD,XCD,3.6709,3.6110,3.7293,,
CNHKRW=X,CNH/KRW,CCY,Currency,Foreign Exchange,KRW,KRW,184.2413,164.1651,184.3715,,
PHPTND=X,PHP/TND,CCY,Currency,Foreign Exchange,TND,TND,0.0434,0.0387,0.0456,,
HRKNZD=X,HRK/NZD,CCY,Currency,Foreign Exchange,NZD,NZD,0.2173,0.1832,0.2205,,
ZAROMR=X,ZAR/OMR,CCY,Currency,Foreign Exchange,OMR,OMR,0.0312,0.0305,0.0368,,
CADSGD=X,CAD/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,1.0686,1.0573,1.1612,,
KESNOK=X,KES/NOK,CCY,Currency,Foreign Exchange,NOK,NOK,0.0798,0.0694,0.0916,,
KWDIDR=X,KWD/IDR,CCY,Currency,Foreign Exchange,IDR,IDR,44010.7305,40628.4805,44598.6992,,
VUVBOB=X,VUV/BOB,CCY,Currency,Foreign Exchange,BOB,BOB,0.0621,0.0620,0.0740,,
DZDUSD=X,DZD/USD,CCY,Currency,Foreign Exchange,USD,USD,0.0100,0.0099,0.0126,,
BOBGBP=X,BOB/GBP,CCY,Currency,Foreign Exchange,GBP,GBP,0.0928,0.0842,0.0993,,
RONSGD=X,RON/SGD,CCY,Currency,Foreign Exchange,SGD,SGD,0.3395,0.3240,0.3887,,
THBJOD=X,THB/JOD,CCY,Currency,Foreign Exchange,JOD,JOD,0.0208,0.0206,0.0223,,
EURZWL=X,EUR/ZWL,CCY,Currency,Foreign Exchange,,,355.1515,337.1195,439.2912,,
MXNISK=X,MXN/ISK,CCY,Currency,Foreign Exchange,ISK,ISK,8.5611,8.2811,9.2709,,
AUDTHB=X,AUD/THB,CCY,Currency,Foreign Exchange,THB,THB,25.4216,24.3438,30.2428,,
NOKRSD=X,NOK/RSD,CCY,Currency,Foreign Exchange,,,13.4066,12.3947,14.6993,,
