symbol,name,exchange,type,category
SRI,Stoneridge Inc.,NYQ,equity,Auto Parts
PFTI,Puradyn Filter Technologies Inc.,PNK,equity,Auto Parts
UNS.TO,Uni-Select Inc.,TOR,equity,Auto Parts
LR.MI,Landi Renzo S.p.A.,MIL,equity,Auto Parts
SSWL.NS,Steel Strips Wheels Limited,NSI,equity,Auto Parts
TUBEINVEST.BO,Tube Investments of India Limited,BSE,equity,Auto Parts
BWA,BorgWarner Inc.,NYQ,equity,Auto Parts
ACW,Accuride Corp.,NYQ,equity,Auto Parts
JAYBARMAR.NS,Jay Bharat Maruti Limited,NSI,equity,Auto Parts
GNTX,Gentex Corp.,NMS,equity,Auto Parts
DAN,Dana Holding Corporation,NYQ,equity,Auto Parts
CON.DE,Continental AG,GER,equity,Auto Parts
KEWIND.BO,Kew Industries Ltd.,BSE,equity,Auto Parts
ZX,China Zenix Auto International Limited,NYQ,equity,Auto Parts
BUR.PA,Burelle SA,PAR,equity,Auto Parts
RANEHOLDI.NS,Rane Holdings Limited,NSI,equity,Auto Parts
FR.PA,Valeo SA,PAR,equity,Auto Parts
MIRG.BA,Mirgor S.A.C.I.F.I.A.,BUE,equity,Auto Parts
PGN.SG,PARAGON,STU,equity,Auto Parts
CPS,Cooper-Standard Holdings Inc.,NYQ,equity,Auto Parts
SMP,Standard Motor Products Inc.,NYQ,equity,Auto Parts
XTC.TO,Exco Technologies Limited,TOR,equity,Auto Parts
QGH.F,MULTISTRADA ARAH SA,FRA,equity,Auto Parts
MON.PA,Montupet SA,PAR,equity,Auto Parts
NHK.F,NHK SPRING,FRA,equity,Auto Parts
RANEENGIN.NS,Rane Engine Valve Limited,NSI,equity,Auto Parts
SWARAJENG.NS,Swaraj Engines Ltd.,NSI,equity,Auto Parts
MLR,Miller Industries Inc.,NYQ,equity,Auto Parts
JCN.BE,JOHNSON CONTROLS,BER,equity,Auto Parts
MRE.TO,Martinrea International Inc.,TOR,equity,Auto Parts
VSA.BE,VALEO,BER,equity,Auto Parts
WBC,WABCO Holdings Inc.,NYQ,equity,Auto Parts
LEA,Lear Corp.,NYQ,equity,Auto Parts
SMP.V,Strata Minerals Inc.,VAN,equity,Auto Parts
VC,Visteon Corporation,NYQ,equity,Auto Parts
ATAR,Avatar Ventures Corp.,PNK,equity,Auto Parts
WPRT,Westport Innovations Inc.,NMS,equity,Auto Parts
WPT.TO,Westport Innovations Inc.,TOR,equity,Auto Parts
POM.PA,Compagnie Plastic Omnium SA,PAR,equity,Auto Parts
DNO.MU,DENSO,MUN,equity,Auto Parts
UCALFUEL.BO,Ucal Fuel Systems Ltd.,BSE,equity,Auto Parts
JAGANLAM.BO,Jagan Lamps Ltd.,BSE,equity,Auto Parts
STRT,STRATTEC Security Corporation,NGM,equity,Auto Parts
FCV.F,F.C.C.,FRA,equity,Auto Parts
TEN,Tenneco Inc.,NYQ,equity,Auto Parts
AAP,Advance Auto Parts Inc.,NYQ,equity,Auto Parts Stores
MGA,Magna International Inc.,NYQ,equity,Auto Parts Wholesale
CRV,Coast Distribution System Inc.,ASE,equity,Auto Parts Wholesale
CVGI,Commercial Vehicle Group Inc.,NMS,equity,Auto Parts Wholesale
GLP,Global Partners LP,NYQ,equity,Basic Materials Wholesale
ERS,Empire Resources Inc.,NCM,equity,Basic Materials Wholesale
BRB.TO,Brick Brewing Co. Ltd.,TOR,equity,Beverages - Brewers
LBR.MU,CUSTODIA HOLDING,MUN,equity,Beverages - Brewers
TAP,Molson Coors Brewing Company,NYQ,equity,Beverages - Brewers
VCO,Vina Concha y Toro S.A.,NYQ,equity,Beverages - Brewers
LPE.PA,Groupe Laurent-Perrier,PAR,equity,Beverages - Brewers
SAM,Boston Beer Co. Inc.,NYQ,equity,Beverages - Brewers
UBHOLDING.NS,United Breweries (Holdings) Limited,NSI,equity,Beverages - Brewers
RADICO.BO,Radico Khaitan Ltd.,BSE,equity,Beverages - Brewers
ABW.BE,ASAHI GROUP HD,BER,equity,Beverages - Brewers
BORN,China New Borun Corporation,NYQ,equity,Beverages - Brewers
RB.V,Russell Breweries Inc.,VAN,equity,Beverages - Brewers
CCU,Compania Cervecerias Unidas S.A.,NYQ,equity,Beverages - Brewers
LPE.SG,LAURENT PERRIER,STU,equity,Beverages - Brewers
UBL.NS,United Breweries Limited,NSI,equity,Beverages - Brewers
SAB.L,SABMiller plc,LSE,equity,Beverages - Brewers
JSDA,Jones Soda Co.,PNK,equity,Beverages - Soft Drinks
BVIC.L,Britvic Plc,LSE,equity,Beverages - Soft Drinks
CCE,Coca-Cola Enterprises Inc.,NYQ,equity,Beverages - Soft Drinks
LBIX,Leading Brands Inc.,NCM,equity,Beverages - Soft Drinks
SODA,SodaStream International Ltd.,NMS,equity,Beverages - Soft Drinks
KOFM.BA,Coca-Cola FEMSA S.A.B de C.V.,BUE,equity,Beverages - Soft Drinks
AKO-A,Embotelladora Andina S.A.,NYQ,equity,Beverages - Soft Drinks
SLNR,Sealand Natural Resources Inc.,OBB,equity,Beverages - Soft Drinks
COT,Cott Corporation,NYQ,equity,Beverages - Soft Drinks
UPNT,Uplift Nutrition Inc,OBB,equity,Beverages - Soft Drinks
KRED,KonaRed Corporation,PNK,equity,Beverages - Soft Drinks
MNST,Monster Beverage Corporation,NMS,equity,Beverages - Soft Drinks
LAS-A.TO,Lassonde Industries Inc.,TOR,equity,Beverages - Soft Drinks
KO.MX,The Coca-Cola Company,MEX,equity,Beverages - Soft Drinks
WTER,The Alkaline Water Company Inc.,PNK,equity,Beverages - Soft Drinks
KOF,Coca-Cola FEMSA S.A.B de C.V.,NYQ,equity,Beverages - Soft Drinks
KO,The Coca-Cola Company,NYQ,equity,Beverages - Soft Drinks
ELDO,Eldorado Artesian Springs Inc.,PNK,equity,Beverages - Soft Drinks
COKE,Coca-Cola Bottling Co. Consolidated,NMS,equity,Beverages - Soft Drinks
BRFH,Barfresh Food Group Inc,PNK,equity,Beverages - Soft Drinks
PEP.F,PEPSICO,FRA,equity,Beverages - Soft Drinks
FIZZ,National Beverage Corp.,NMS,equity,Beverages - Soft Drinks
PRMW,Primo Water Corporation,NGM,equity,Beverages - Soft Drinks
KO.BA,The Coca-Cola Company,BUE,equity,Beverages - Soft Drinks
JWI.NZ,Just Water International Limited,NZE,equity,Beverages - Soft Drinks
AKO-B,Embotelladora Andina S.A.,NYQ,equity,Beverages - Soft Drinks
DEO,Diageo plc,NYQ,equity,Beverages - Wineries & Distillers
DGE.L,Diageo plc,LSE,equity,Beverages - Wineries & Distillers
DWS.V,Diamond Estates Wines & Spirits Inc.,VAN,equity,Beverages - Wineries & Distillers
STZ,Constellation Brands Inc.,NYQ,equity,Beverages - Wineries & Distillers
WVVI,Willamette Valley Vineyards Inc.,NCM,equity,Beverages - Wineries & Distillers
RI.PA,Pernod-Ricard SA,PAR,equity,Beverages - Wineries & Distillers
HAW.DE,Hawesko Holding AG,GER,equity,Beverages - Wineries & Distillers
TWE.AX,Treasury Wine Estates Limited,ASX,equity,Beverages - Wineries & Distillers
ADW-B.TO,Andrew Peller Limited,TOR,equity,Beverages - Wineries & Distillers
CTE.F,CHINA TONTINE WINES,FRA,equity,Beverages - Wineries & Distillers
GKL.V,Global Key Investment Limited,VAN,equity,Beverages - Wineries & Distillers
RMC.F,REMY COINTREAU,FRA,equity,Beverages - Wineries & Distillers
SWA.MU,SEKT WACHENHEIM,MUN,equity,Beverages - Wineries & Distillers
ROX,Castle Brands Inc.,ASE,equity,Beverages - Wineries & Distillers
BF-B,Brown-Forman Corporation,NYQ,equity,Beverages - Wineries & Distillers
HAW.SG,HAWESKO HOLDING,STU,equity,Beverages - Wineries & Distillers
AVG.AX,Australian Vintage Limited.,ASX,equity,Beverages - Wineries & Distillers
KHODAY.BO,Khoday India Limited,BSE,equity,Beverages - Wineries & Distillers
COT.V,Critical Outcome Technologies Inc.,VAN,equity,Biotechnology
APC.V,Advanced Proteome Therapeutics Corporation,VAN,equity,Biotechnology
IMDZ,Immune Design Corp.,NGM,equity,Biotechnology
QLT.TO,QLT Inc.,TOR,equity,Biotechnology
OPHT,Ophthotech Corporation,NMS,equity,Biotechnology
GERN,Geron Corporation,NMS,equity,Biotechnology
FOMX,Foamix Pharmaceuticals Ltd.,NGM,equity,Biotechnology
ZEL.F,ZELTIA,FRA,equity,Biotechnology
CTIX,Cellceutix Corporation,PNK,equity,Biotechnology
ARWR,Arrowhead Research Corp.,NMS,equity,Biotechnology
PLI.TO,ProMetic Life Sciences Inc.,TOR,equity,Biotechnology
GBIM,GlobeImmune Inc.,NCM,equity,Biotechnology
APDN,Applied DNA Sciences Inc.,NCM,equity,Biotechnology
PCYC,Pharmacyclics Inc.,NMS,equity,Biotechnology
TTHI,Transition Therapeutics Inc.,NGM,equity,Biotechnology
CORT,Corcept Therapeutics Incorporated,NCM,equity,Biotechnology
OXB.L,Oxford BioMedica PLC,LSE,equity,Biotechnology
CRXM,TaxuCardium Pharmaceuticals Group Inc.,PNK,equity,Biotechnology
AEZ.TO,Aeterna Zentaris Inc.,TOR,equity,Biotechnology
HMGN,Hemagen Diagnostics Inc.,PNK,equity,Biotechnology
OGEN,Oragenics Inc.,ASE,equity,Biotechnology
CAPS,Capstone Therapeutics Corp.,PNK,equity,Biotechnology
TH.TO,Theratechnologies Inc.,TOR,equity,Biotechnology
BIIB,Biogen Idec Inc.,NMS,equity,Biotechnology
CTIC.MI,CTI BioPharma Corp.,MIL,equity,Biotechnology
CYTR,CytRx Corporation,NCM,equity,Biotechnology
ZSB.SG,SIRONA BIOCHEM,STU,equity,Biotechnology
TNG.PA,Transgene SA,PAR,equity,Biotechnology
XMPA.MU,CYTORI THERAPEUTICS,MUN,equity,Biotechnology
VPI.V,Vitality Products Inc.,VAN,equity,Biotechnology
XENE,Xenon Pharmaceuticals Inc.,NGM,equity,Biotechnology
ORPN,Bio Blast Pharma Ltd.,NGM,equity,Biotechnology
XOMA,XOMA Corporation,NGM,equity,Biotechnology
CBST,Cubist Pharmaceuticals Inc.,NMS,equity,Biotechnology
MGN.MU,MOLOGEN,MUN,equity,Biotechnology
AVXL,Anavex Life Sciences Corp.,PNK,equity,Biotechnology
VCEL,Vericel Corporation,NCM,equity,Biotechnology
YTS.SG,CYTOS BIOTECHNOLO N,STU,equity,Biotechnology
QLTI,QLT Inc.,NMS,equity,Biotechnology
RGEN,Repligen Corporation,NMS,equity,Biotechnology
BMRN,BioMarin Pharmaceutical Inc.,NMS,equity,Biotechnology
RPRX,Repros Therapeutics Inc.,NCM,equity,Biotechnology
HDVY,Health Discovery Corporation,PNK,equity,Biotechnology
ZSB.F,SIRONA BIOCHEM,FRA,equity,Biotechnology
NDRM,NeuroDerm Ltd.,NGM,equity,Biotechnology
AGEN,Agenus Inc.,NCM,equity,Biotechnology
CLTX,Celsus Therapeutics Plc,NCM,equity,Biotechnology
RGLS,Regulus Therapeutics Inc.,NGM,equity,Biotechnology
VCC.BE,VICAL,BER,equity,Biotechnology
PBMD,Prima Biomed Ltd.,NGM,equity,Biotechnology
ANIK,Anika Therapeutics Inc.,NMS,equity,Biotechnology
WEK.BE,ZIOPHARM ONCOLOGY,BER,equity,Biotechnology
CTIC,CTI BioPharma Corp.,NCM,equity,Biotechnology
VPA.F,AVEO PHARMA,FRA,equity,Biotechnology
ZVA.BE,CELLECTIS,BER,equity,Biotechnology
LPTN,Lpath Inc.,NCM,equity,Biotechnology
EGLT,Egalet Corporation,NGM,equity,Biotechnology
CGEN,Compugen Ltd.,NGM,equity,Biotechnology
XMPA.BE,CYTORI THERAPEUTICS,BER,equity,Biotechnology
OPLI,OphthaliX Inc.,PNK,equity,Biotechnology
DYF.F,DYNAVAX TECH,FRA,equity,Biotechnology
YDO.SG,SYNTA PHARMACEUTIC,STU,equity,Biotechnology
CVM,CEL-SCI Corporation,ASE,equity,Biotechnology
SNTA,Synta Pharmaceuticals Corp.,NGM,equity,Biotechnology
JAZZ,Jazz Pharmaceuticals Public Limited Company,NMS,equity,Biotechnology
KDUS,Cadus Corp.,OBB,equity,Biotechnology
AYJ.F,VALNEVA ,FRA,equity,Biotechnology
AFMD,Affimed N.V.,NGM,equity,Biotechnology
ORMP,Oramed Pharmaceuticals Inc.,NCM,equity,Biotechnology
CANF,Can-Fite BioPharma Ltd.,ASE,equity,Biotechnology
PFNX,Pfenex Inc.,ASE,equity,Biotechnology
BSTC,BioSpecifics Technologies Corp.,NGM,equity,Biotechnology
BCLI,Brainstorm Cell Therapeutics Inc.,NCM,equity,Biotechnology
TYCHE.BO,Tyche Industries Ltd,BSE,equity,Biotechnology
XMPA.F,CYTORI THERAPEUTICS,FRA,equity,Biotechnology
TTNP,Titan Pharmaceuticals Inc.,OBB,equity,Biotechnology
QLT.SG,QLT ,STU,equity,Biotechnology
NSP.AX,NuSep Holdings Ltd,ASX,equity,Biotechnology
MPH.V,Medicure Inc.,VAN,equity,Biotechnology
ARIA,Ariad Pharmaceuticals Inc.,NMS,equity,Biotechnology
GEVA,Synageva BioPharma Corp.,NMS,equity,Biotechnology
ONBI,ONE Bio Corp.,PNK,equity,Biotechnology
GILD,Gilead Sciences Inc.,NMS,equity,Biotechnology
SRX.AX,Sirtex Medical Limited,ASX,equity,Biotechnology
EXAS,Exact Sciences Corporation,NCM,equity,Biotechnology
OMER,Omeros Corporation,NGM,equity,Biotechnology
PDP.V,Pediapharm Inc.,VAN,equity,Biotechnology
SQNM,Sequenom Inc.,NMS,equity,Biotechnology
BPMX,BioPharmX Corporation,OBB,equity,Biotechnology
LJPC,La Jolla Pharmaceutical Co.,NCM,equity,Biotechnology
ALDR,Alder Biopharmaceuticals Inc.,NGM,equity,Biotechnology
TKM.TO,Tekmira Pharmaceuticals Corporation,TOR,equity,Biotechnology
ZSB.BE,SIRONA BIOCHEM,BER,equity,Biotechnology
KERX,Keryx Biopharmaceuticals Inc.,NCM,equity,Biotechnology
AGTC,Applied Genetic Technologies Corporation,NGM,equity,Biotechnology
DYAX,Dyax Corp.,NGM,equity,Biotechnology
XBX.BE,CAMBREX CORP,BER,equity,Biotechnology
RNA,Prosensa Holding N.V.,NMS,equity,Biotechnology
SGMO,Sangamo Biosciences Inc.,NMS,equity,Biotechnology
RXII,RXi Pharmaceuticals Corporation,NCM,equity,Biotechnology
MDWD,MediWound Ltd.,NGM,equity,Biotechnology
TIG.BR,TiGenix N.V.,BRU,equity,Biotechnology
MLM.MI,MolMed S.p.A.,MIL,equity,Biotechnology
XON,Intrexon Corporation,NYQ,equity,Biotechnology
MNOV,MediciNova Inc.,NGM,equity,Biotechnology
LGND,Ligand Pharmaceuticals Incorporated,NGM,equity,Biotechnology
SPL.AX,Starpharma Holdings Limited,ASX,equity,Biotechnology
QURE,uniQure N.V.,NMS,equity,Biotechnology
DGJI,Dragon Jade International Ltd.,OBB,equity,Biotechnology
CNWK.F,CO.DON,FRA,equity,Biotechnology
ENZN,Enzon Pharmaceuticals Inc.,NCM,equity,Biotechnology
ACAD,ACADIA Pharmaceuticals Inc.,NMS,equity,Biotechnology
MFS.V,Medifocus Inc.,VAN,equity,Biotechnology
PRQR,ProQR Therapeutics N.V.,NGM,equity,Biotechnology
TLOG,TetraLogic Pharmaceuticals Corporation,NGM,equity,Biotechnology
INCY,Incyte Corporation,NMS,equity,Biotechnology
YDO.F,SYNTA PHARMACEUTIC,FRA,equity,Biotechnology
BPH.AX,BPH Energy Limited,ASX,equity,Biotechnology
CYAN,Cyanotech Corp.,NCM,equity,Biotechnology
CBM,Cambrex Corporation.,NYQ,equity,Biotechnology
PBT.AX,Prana Biotechnology Limited,ASX,equity,Biotechnology
CLSN,Celsion Corp.,NCM,equity,Biotechnology
ONY.BE,ONCOLYTICS BIOTECH,BER,equity,Biotechnology
YTS.MU,CYTOS BIOTECHNOLO N,MUN,equity,Biotechnology
THRX,Theravance Inc.,NMS,equity,Biotechnology
PTIE,Pain Therapeutics Inc.,NMS,equity,Biotechnology
ADHD,Alcobra Ltd.,NGM,equity,Biotechnology
NRI.TO,Nuvo Research Inc.,TOR,equity,Biotechnology
QPH.SG,QUESTCOR PHARM,STU,equity,Biotechnology
IMCL,ImmunoClin Corporation,OBB,equity,Biotechnology
COX.PA,Nicox SA,PAR,equity,Biotechnology
MSB.AX,Mesoblast Limited,ASX,equity,Biotechnology
ACST,Acasti Pharma Inc.,NCM,equity,Biotechnology
COV.V,Covalon Technologies Ltd.,VAN,equity,Biotechnology
CERU,Cerulean Pharma Inc.,NGM,equity,Biotechnology
OEZ.F,PHOSPHAGENICS,FRA,equity,Biotechnology
ARQL,ArQule Inc.,NGM,equity,Biotechnology
NEU.AX,Neuren Pharmaceuticals Limited,ASX,equity,Biotechnology
SVA,Sinovac Biotech Ltd.,NMS,equity,Biotechnology
GLMD,Galmed Pharmaceuticals Ltd.,NCM,equity,Biotechnology
VICL,Vical Incorporated,NMS,equity,Biotechnology
STEM,StemCells Inc.,NCM,equity,Biotechnology
HUI.BE,HUA HAN BIO-PHARMA,BER,equity,Biotechnology
NLNK,NewLink Genetics Corporation,NGM,equity,Biotechnology
GTXI,GTX Inc.,NGM,equity,Biotechnology
RVX.TO,Resverlogix Corp.,TOR,equity,Biotechnology
EVGN,Evogene Ltd.,NYQ,equity,Biotechnology
CNAT,Conatus Pharmaceuticals Inc.,NGM,equity,Biotechnology
DSCO,Discovery Laboratories Inc.,NCM,equity,Biotechnology
ISCO,International Stem Cell Corporation,PNK,equity,Biotechnology
INSM,Insmed Incorporated,NMS,equity,Biotechnology
PRTA,Prothena Corporation plc,NMS,equity,Biotechnology
SGEN,Seattle Genetics Inc.,NMS,equity,Biotechnology
NLS.AX,Narhex Life Sciences Ltd.,ASX,equity,Biotechnology
ILMN,Illumina Inc.,NMS,equity,Biotechnology
VLA.AX,Viralytics Limited,ASX,equity,Biotechnology
NKTR,Nektar Therapeutics,NMS,equity,Biotechnology
QNMA.DU,SEQUENOM,DUS,equity,Biotechnology
AYJ.BE,VALNEVA ,BER,equity,Biotechnology
MCUR,Macrocure Ltd.,NGM,equity,Biotechnology
WEK.F,ZIOPHARM ONCOLOGY,FRA,equity,Biotechnology
LIFS,Life Stem Genetics Inc.,PNK,equity,Biotechnology
CSL.AX,CSL Ltd.,ASX,equity,Biotechnology
CERS,Cerus Corporation,NGM,equity,Biotechnology
THR.BR,ThromboGenics NV,BRU,equity,Biotechnology
AEZS,Aeterna Zentaris Inc.,NCM,equity,Biotechnology
MGN.F,MOLOGEN,FRA,equity,Biotechnology
PRTO,Proteon Therapeutics Inc,NGM,equity,Biotechnology
ENZY,Enzymotec Ltd.,NMS,equity,Biotechnology
MNKD,MannKind Corp.,NGM,equity,Biotechnology
XBX.F,CAMBREX CORP,FRA,equity,Biotechnology
HSGX,Histogenics Corporation,NGM,equity,Biotechnology
BLU.TO,BELLUS Health Inc.,TOR,equity,Biotechnology
DMPI,Del Mar Pharmaceuticals Inc.,PNK,equity,Biotechnology
WEK.SG,ZIOPHARM ONCOLOGY,STU,equity,Biotechnology
QPH.BE,QUESTCOR PHARM,BER,equity,Biotechnology
SHP.L,Shire plc,LSE,equity,Biotechnology
VBIV,VBI Vaccines Inc,NCM,equity,Biotechnology
QNMA.F,SEQUENOM,FRA,equity,Biotechnology
QNMA.SG,SEQUENOM,STU,equity,Biotechnology
KNE.V,Kane Biotech Inc.,VAN,equity,Biotechnology
QNMA.MU,SEQUENOM,MUN,equity,Biotechnology
ONTY,Oncothyreon Inc,NMS,equity,Biotechnology
RARE,Ultragenyx Pharmaceutical Inc.,NMS,equity,Biotechnology
AMGN,Amgen Inc.,NMS,equity,Biotechnology
CELG,Celgene Corporation,NMS,equity,Biotechnology
TECH,Bio-Techne Corp.,NMS,equity,Biotechnology
VVUS,VIVUS Inc.,NMS,equity,Biotechnology
SYN,Synthetic Biologics Inc.,ASE,equity,Biotechnology
TXCL.PA,TxCell Promesses,PAR,equity,Biotechnology
MOR.F,MORPHOSYS,FRA,equity,Biotechnology
ZEL.BE,ZELTIA,BER,equity,Biotechnology
ZVA.SG,CELLECTIS,STU,equity,Biotechnology
AMRI,Albany Molecular Research Inc.,NMS,equity,Biotechnology
ICCC,ImmuCell Corp.,NCM,equity,Biotechnology
CLDN,Celladon Corporation,NGM,equity,Biotechnology
CARA,Cara Therapeutics Inc.,NGM,equity,Biotechnology
ZEL.SG,ZELTIA,STU,equity,Biotechnology
ONCS,OncoSec Medical Incorporated,PNK,equity,Biotechnology
IMMU,Immunomedics Inc.,NGM,equity,Biotechnology
ACR.AX,Acrux Limited,ASX,equity,Biotechnology
THLD,Threshold Pharmaceuticals Inc.,NCM,equity,Biotechnology
ASTM,Vericel Corporation,NCM,equity,Biotechnology
VRTX,Vertex Pharmaceuticals Incorporated,NMS,equity,Biotechnology
MGN.DE,Mologen AG,GER,equity,Biotechnology
AJW.F,ANGES MG,FRA,equity,Biotechnology
XSR.TO,Sirius XM Canada Holdings Inc.,TOR,equity,Broadcasting - Radio
ROIAK,Radio One Inc.,NCM,equity,Broadcasting - Radio
SBSA,Spanish Broadcasting System Inc.,NGM,equity,Broadcasting - Radio
ETM,Entercom Communications Corp.,NYQ,equity,Broadcasting - Radio
BBGI,Beasley Broadcast Group Inc.,NGM,equity,Broadcasting - Radio
NCC-B.TO,Newfoundland Capital Corp. Ltd.,TOR,equity,Broadcasting - Radio
SALM,Salem Communications Corp.,NGM,equity,Broadcasting - Radio
NCC-A.TO,Newfoundland Capital Corp. Ltd.,TOR,equity,Broadcasting - Radio
SGA,Saga Communications Inc.,ASE,equity,Broadcasting - Radio
EMMS,Emmis Communications Corp.,NMS,equity,Broadcasting - Radio
CMLS,Cumulus Media Inc.,NMS,equity,Broadcasting - Radio
SIRI,Sirius XM Holdings Inc.,NMS,equity,Broadcasting - Radio
SKM.BE,SKY PER JSAT HLDGS,BER,equity,Broadcasting - TV
EVC,Entravision Communications Corporation,NYQ,equity,Broadcasting - TV
OLU.F,MCOT -F-,FRA,equity,Broadcasting - TV
SUNTV.BO,Sun TV Network Ltd,BSE,equity,Broadcasting - TV
NWSA,News Corporation,NMS,equity,Broadcasting - TV
JRN,Journal Communications Inc.,NYQ,equity,Broadcasting - TV
SIGN,Signet International Holdings Inc.,PNK,equity,Broadcasting - TV
SES.BE,SES GLOBAL FDR,BER,equity,Broadcasting - TV
GTN,Gray Television Inc.,NYQ,equity,Broadcasting - TV
NWS.AX,News Corporation,ASX,equity,Broadcasting - TV
TVA-B.TO,TVA GROUP Inc.,TOR,equity,Broadcasting - TV
XXT.MU,OL GROUPE ,MUN,equity,Broadcasting - TV
NLN.TO,NeuLion Incorporated,TOR,equity,Broadcasting - TV
LIN,LIN Media LLC,NYQ,equity,Broadcasting - TV
SAT.V,Asian Television Network International Limited,VAN,equity,Broadcasting - TV
ITV.L,ITV plc,LSE,equity,Broadcasting - TV
SKYD.DU,SKY DEUTSCHLAND N,DUS,equity,Broadcasting - TV
NXTV.PA,NextRadioTV SA,PAR,equity,Broadcasting - TV
TV.TO,Trevali Mining Corporation,TOR,equity,Broadcasting - TV
NPI.MI,Notorious Pictures S.p.A.,MIL,equity,Broadcasting - TV
NTE.V,Network Media Group Inc.,VAN,equity,Broadcasting - TV
LMCA,Liberty Media Corporation,NMS,equity,Broadcasting - TV
AMCX,AMC Networks Inc.,NMS,equity,Broadcasting - TV
GTN-A,Gray Television Inc.,NYQ,equity,Broadcasting - TV
ZEEL.NS,Zee Entertainment Enterprises Ltd.,NSI,equity,Broadcasting - TV
CETV,Central European Media Enterprises Ltd.,NMS,equity,Broadcasting - TV
NTN,NTN Buzztime Inc.,ASE,equity,Broadcasting - TV
TEN.AX,Ten Network Holdings Limited,ASX,equity,Broadcasting - TV
NEC.AX,Nine Entertainment Co. Holdings Limited,ASX,equity,Broadcasting - TV
CBS.V,Bard Ventures Ltd.,VAN,equity,Broadcasting - TV
LVNTA,Liberty Ventures,NMS,equity,Broadcasting - TV
UTV.L,UTV Media plc,LSE,equity,Broadcasting - TV
MS.MI,Mediaset SpA,MIL,equity,Broadcasting - TV
NOUVEAU.BO,Nouveau Global Ventures Ltd.,BSE,equity,Broadcasting - TV
SKYD.DE,Sky Deutschland AG,GER,equity,Broadcasting - TV
XXT.SG,OL GROUPE ,STU,equity,Broadcasting - TV
LBRDK,Liberty Broadband Corporation,NMS,equity,Broadcasting - TV
BXC,Bluelinx Holdings Inc.,NYQ,equity,Building Materials Wholesale
LPX,Louisiana-Pacific Corp.,NYQ,equity,Building Materials Wholesale
HBP,Huttig Building Products Inc.,NCM,equity,Building Materials Wholesale
KEQU,Kewaunee Scientific Corp.,NGM,equity,Business Equipment
TDF.F,TAKANO,FRA,equity,Business Equipment
AVY,Avery Dennison Corporation,NYQ,equity,Business Equipment
